Identifier,Company Name,Company Type,Country,Year Founded,Company Status,Stock Exchange,Price,Market Cap (MM) (USD),Number of Employees,Gross Profit (MM) (USD),Net Income (MM) (USD),Earnings Per Share (EPS) (Basic) (USD),Earnings Per Share (EPS) (Diluted) (USD),Common Shares Outstanding (MM),Total Debt (MM) (USD),Cash & Short Term Investments (MM) (USD),Book Value Per Share (BVPS) (MM) (USD),Long Term Debt (MM) (USD),Total Assets (MM) (USD),Free Cash Flow (FCF) (MM) (USD),Capital Expenditures (MM) (USD),Dividend Yield,Price to Earnings (P/E),Return on Equity (ROE),Interest Coverage,Total Debt/EBITDA,Sales Growth
008T9S-E,"Interactive Brokers Group, Inc.",Public,United States,1977,Active,NASDAQ,79.50,9608.89,-,"7,424.00",600.00,5.72,5.67,-,"11,364.00","73,814.00",-,"11,347.00","128,423.00",-,-,0.48,14.62,18.66,1.92,-,86.62
000P59-E,"Bath & Body Works, Inc.",Public,United States,1963,Active,NYSE,32.59,9586.68,57200.00,"3,253.00",794.00,3.45,3.43,229.00,"6,053.00","1,232.00",-9.63,"5,876.00","5,494.00",630.00,328.00,1.79,13.00,-,3.95,3.05,-4.09
0015RG-E,"DaVita, Inc.",Public,United States,1994,Active,NYSE,79.45,9564.59,70000.00,"2,667.74",546.95,5.88,5.71,90.41,"11,822.49",416.68,7.88,"11,195.69","17,679.75",965.10,603.43,0.00,13.08,74.52,3.67,4.36,-0.08
07731L-E,CyberArk Software Ltd.,Public,Israel,1999,Active,NASDAQ,180.19,9539.56,2768.00,465.05,-130.37,-3.21,-3.21,41.03,606.08,954.28,16.53,598.22,"1,850.48",37.19,12.52,0.00,-,-18.56,-46.23,-,17.66
000P0H-E,Lattice Semiconductor Corp.,Public,United States,1983,Active,NASDAQ,57.63,9449.40,949.00,422.73,178.88,1.30,1.27,137.10,148.82,145.72,3.55,142.37,798.71,215.47,34.93,0.00,51.02,39.80,45.93,0.57,28.14
0634Y0-E,"Guidewire Software, Inc.",Public,United States,2001,Active,NYSE,91.45,9442.50,3415.00,458.21,-111.86,-1.36,-1.36,81.44,448.58,801.59,14.73,440.14,"2,062.15",20.97,17.43,0.00,-,-8.44,-17.81,-,11.41
05M0BF-E,TD SYNNEX Corp.,Public,United States,1980,Active,NYSE,95.29,9370.46,-,"3,663.09",626.91,6.77,6.70,88.67,"4,082.78","1,033.78",92.29,"3,099.19","29,412.81",-,-,1.42,14.72,7.74,4.45,2.40,-7.68
0CPQRC-E,monday.com Ltd.,Public,Israel,2012,Active,NASDAQ,131.96,9338.97,1549.00,452.50,-136.87,-2.99,-2.99,47.74,77.72,885.89,14.24,58.64,"1,039.04",8.14,19.00,0.00,-,-19.79,-191.94,-,68.43
0FPTRK-E,"Toast, Inc.",Public,United States,-,Active,NYSE,17.49,9338.55,4500.00,504.00,-275.00,-0.54,-0.72,523.03,94.00,"1,021.00",2.10,80.00,"1,761.00",-172.00,33.00,0.00,-,-25.13,-,-,60.18
000DQK-E,"Churchill Downs, Inc.",Public,United States,1875,Active,NASDAQ,118.67,9336.29,7000.00,566.40,439.40,5.80,5.71,74.80,"4,654.80",204.70,7.37,"4,599.90","6,261.00",87.30,423.50,0.34,18.53,102.39,2.73,8.87,13.31
000VBT-E,Regal Rexnord Corp.,Public,United States,1955,Active,NYSE,105.91,9278.96,26000.00,"1,699.50",488.90,7.33,7.29,66.20,"2,138.00",688.50,96.50,"2,077.80","10,268.90",220.90,83.80,1.15,16.47,7.66,8.12,1.91,36.95
0DHQ0D-E,"Robinhood Markets, Inc.",Public,United States,2013,Active,NASDAQ,9.69,9261.82,2300.00,"1,167.00","-1,028.00",-1.17,-1.17,892.75,"2,979.00","7,344.00",7.79,127.00,"23,337.00",908.00,57.00,0.00,-,-14.43,-39.25,-,-24.70
00C3ZS-E,"Kinsale Capital Group, Inc.",Public,United States,2009,Active,NYSE,339.53,9240.43,466.00,-,159.11,6.97,6.88,23.09,195.75,-,32.28,195.75,"2,506.41",538.99,6.90,0.20,38.01,22.03,-,-,28.10
0NG9QC-E,APA Corp.,Public,United States,1954,Active,NASDAQ,39.96,9203.78,2273.00,"5,833.00","3,674.00",11.07,11.03,311.56,"5,753.00",245.00,1.36,"5,584.00","13,147.00","2,918.00","1,807.00",1.61,4.23,-,14.95,0.82,38.70
003FY6-E,Webster Financial Corp.,Public,United States,1986,Active,NYSE,41.30,9197.39,4746.00,-,638.61,3.72,3.72,174.01,"7,924.79",-,44.67,"1,286.64","71,502.96","1,045.79",28.76,3.38,12.74,11.11,-,-,114.90
000DTF-E,"Clean Harbors, Inc.",Public,United States,1980,Active,NYSE,154.60,9182.23,19775.00,"1,262.14",411.74,7.59,7.56,54.06,"2,593.62",554.64,35.56,"2,534.09","6,129.71",280.75,347.02,0.00,15.10,23.97,5.46,2.44,35.76
0BT0CK-E,"Medpace Holdings, Inc.",Public,United States,1992,Active,NASDAQ,274.21,9073.08,5200.00,410.10,245.21,7.57,7.28,31.02,208.14,28.27,12.46,138.87,"1,352.50",351.17,36.88,0.00,29.17,36.62,95.94,0.16,27.80
001MY1-E,Ralph Lauren Corp.,Public,United States,1967,Active,NYSE,115.17,9015.61,23300.00,"3,936.90",522.70,7.72,7.58,65.60,"2,881.90","1,567.20",37.05,"2,594.90","6,789.50",-4.80,217.50,2.57,15.40,21.05,13.98,1.52,3.62
002L44-E,Unum Group,Public,United States,1848,Active,NYSE,43.62,8985.77,10937.00,-,"1,314.20",6.55,6.50,197.75,"3,497.70",-,46.51,"3,477.50","50,900.50","1,062.30",102.20,3.07,6.31,12.75,-,-,-0.35
000DNJ-E,Chemed Corp.,Public,United States,1970,Active,NYSE,587.24,8953.18,14167.00,705.91,249.62,16.72,16.53,14.87,247.01,74.13,53.70,203.01,"1,539.14",230.54,57.33,0.29,30.87,35.11,75.74,0.24,-0.20
000DTT-E,"Cleveland-Cliffs, Inc.",Public,United States,1847,Active,NYSE,17.12,8951.19,27000.00,"2,262.00","1,332.00",2.57,2.55,513.34,"4,702.00",26.00,15.18,"4,566.00","18,755.00","1,480.00",943.00,0.00,6.32,20.06,6.02,1.62,12.45
0026PK-E,"Trex Co., Inc.",Public,United States,1998,Active,NYSE,62.71,8937.37,1636.00,403.99,184.63,1.65,1.65,108.74,253.46,12.33,4.77,23.97,958.86,39.99,176.23,0.00,25.65,29.70,-,0.72,-7.60
000CV4-E,"Bio-Rad Laboratories, Inc.",Public,United States,1952,Active,NYSE,287.88,8936.51,8200.00,"1,568.43","-3,627.54",-121.79,-121.79,29.60,"1,398.71","1,796.25",324.89,"1,361.41","13,501.67","1,323.27",114.16,0.00,-,-31.14,12.58,1.84,-4.12
0D665Z-E,"American Airlines Group, Inc.",Public,United States,2013,Active,NASDAQ,11.98,8927.36,129700.00,"9,037.00",127.00,0.20,0.19,650.64,"43,687.00","9,960.00",-8.91,"38,948.00","64,716.00",-733.00,"2,906.00",0.00,65.60,-,0.92,9.44,63.88
001WFS-E,"WESCO International, Inc.",Public,United States,1993,Active,NYSE,142.80,8917.87,20000.00,"4,482.31",860.47,15.83,15.33,50.76,"5,926.88",527.35,87.75,"5,856.41","14,811.69",-145.78,99.41,0.00,8.17,20.89,5.11,3.22,17.58
0L5VJ5-E,On Holding AG,Public,Switzerland,2010,Active,NYSE,28.06,8894.92,1701.00,675.24,60.41,0.19,0.19,316.52,183.74,400.99,3.31,150.02,"1,513.51",-305.63,86.80,0.00,89.98,6.11,13.30,1.33,61.46
0DK9BP-E,"Catalent, Inc.",Public,United States,1933,Active,NYSE,35.27,8889.34,17800.00,"1,040.00",-256.00,-1.41,-1.41,180.00,"4,915.00",280.00,25.62,"4,368.00","10,777.00",-322.00,576.00,0.00,-,-5.45,1.31,7.29,-11.22
0HD8XZ-E,"Knight-Swift Transportation Holdings, Inc.",Public,United States,1966,Active,NYSE,50.88,8876.91,28500.00,"1,375.50",771.33,4.75,4.73,160.71,"1,670.46",389.74,43.22,"1,562.04","11,137.42",556.99,800.56,0.92,11.09,11.45,19.69,0.87,23.85
0053CW-E,"Assurant, Inc.",Public,United States,1892,Active,NYSE,163.50,8825.75,13700.00,-,276.60,5.09,5.05,52.83,"2,169.60",-,80.04,"2,169.60","26,117.90",260.40,186.30,2.19,24.77,5.71,-,-,0.05
0PDS0C-E,"Informatica, Inc. (California)",Public,United States,1993,Active,NYSE,23.48,8817.39,6000.00,"1,007.83",-53.68,-0.19,-0.19,283.80,"1,913.20",716.14,7.24,"1,876.94","4,970.90",192.51,5.47,0.00,-,-2.66,0.29,7.35,4.23
000BMJ-E,AGCO Corp.,Public,United States,1990,Active,NYSE,119.81,8810.37,25600.00,"2,955.30",889.60,11.92,11.88,74.60,"1,634.50",789.50,52.04,"1,395.60","10,103.70",45.60,388.30,0.66,11.68,24.38,28.73,0.92,13.58
004ZZ8-E,"Tempur Sealy International, Inc.",Public,United States,1991,Active,NYSE,39.05,8785.97,12000.00,"2,033.90",456.10,2.61,2.53,170.50,"3,369.30",69.40,-0.13,"3,193.40","4,359.80",-2.60,306.50,1.17,13.58,345.92,6.40,3.57,-0.19
0C46ZQ-E,"BJ's Wholesale Club Holdings, Inc.",Public,United States,1984,Active,NYSE,68.76,8761.80,34000.00,"3,422.29",514.26,3.83,3.76,133.90,"3,116.33",33.92,7.82,"2,534.09","6,349.96",390.34,397.80,0.00,18.54,60.68,17.40,0.90,15.89
06BZ2R-E,Paramount Global,Public,United States,1986,Active,NASDAQ,13.76,8728.84,24500.00,"9,904.00",725.00,1.61,1.61,650.00,"17,566.00","2,885.00",35.44,"17,035.00","58,393.00",-828.00,358.00,5.69,10.49,3.19,3.08,4.84,5.49
000XNR-E,"Tetra Tech, Inc.",Public,United States,1966,Active,NASDAQ,153.22,8712.39,27000.00,725.03,273.42,5.14,5.10,53.25,"1,089.22",168.83,26.36,"1,024.21","3,820.48",289.45,26.90,0.64,29.82,21.14,7.61,1.83,29.07
00FYXW-E,"e.l.f. Beauty, Inc.",Public,United States,2004,Active,NYSE,96.15,8709.88,339.00,372.77,61.53,1.17,1.11,53.77,82.17,120.78,7.64,72.08,595.60,100.16,1.72,0.00,74.06,17.01,17.08,0.77,47.61
0X5HQP-E,Birkenstock Holding Plc,Public,United Kingdom,1774,Active,NYSE,41.16,8700.08,6300.00,914.33,80.02,0.44,0.44,182.72,"2,099.60",364.64,13.91,"2,031.47","5,111.08",156.20,109.81,-,-,3.30,2.31,5.15,18.43
001MF2-E,"Autoliv, Inc.",Public,Sweden,1953,Active,NYSE,96.50,8667.27,69100.00,"1,362.00",423.00,4.86,4.85,86.20,"1,923.00",594.00,30.31,"1,173.00","7,717.00",-97.00,585.00,3.37,15.79,16.13,9.43,1.90,7.44
05S8PL-E,"WEX, Inc.",Public,United States,1983,Active,NYSE,175.31,8613.70,6100.00,"1,441.96",201.44,4.54,4.50,43.22,"2,807.28","3,257.51",38.17,"2,592.84","11,529.23",566.55,116.21,0.00,36.33,11.55,4.98,3.07,27.02
000C80-E,"AptarGroup, Inc.",Public,United States,1940,Active,NYSE,125.35,8604.19,13500.00,930.13,239.29,3.66,3.59,65.20,"1,235.32",141.73,31.50,"1,095.55","4,203.46",68.73,315.62,1.38,30.63,11.89,9.28,1.91,2.94
00FY2S-E,Paylocity Holding Corp.,Public,United States,1997,Active,NASDAQ,145.26,8566.42,6100.00,796.63,140.82,2.53,2.49,55.91,70.27,288.77,15.07,62.47,"3,695.68",259.93,66.91,0.00,74.16,19.34,206.77,0.00,37.76
000LD9-E,"Robert Half, Inc.",Public,United States,1948,Active,NYSE,76.35,8535.14,180500.00,"3,044.98",657.92,6.08,6.03,107.70,237.85,658.63,14.56,151.77,"2,964.49",433.34,61.12,2.33,12.25,44.61,-,0.00,12.02
000FG7-E,Curtiss-Wright Corp.,Public,United States,1929,Active,NYSE,203.75,8518.99,8100.00,954.61,294.35,7.67,7.62,38.26,"1,425.61",256.97,52.07,"1,192.10","4,449.60",227.78,38.22,0.45,21.93,15.42,9.24,2.31,2.04
0018DX-E,"Vail Resorts, Inc.",Public,United States,1957,Active,NYSE,225.01,8472.63,56800.00,955.73,268.15,6.76,6.74,38.15,"3,025.07",573.09,26.32,"2,919.00","5,947.75",10.30,314.91,3.37,34.92,20.50,3.70,3.38,14.39
008HL3-E,"Etsy, Inc.",Public,United States,2005,Active,NASDAQ,65.25,8461.25,2790.00,"1,821.52",-694.29,-5.48,-5.48,125.05,"2,432.39","1,171.69",-4.38,"2,423.42","2,634.96",652.87,37.20,0.00,-,"-1,707.02",27.48,4.92,10.18
000P2Z-E,"Jefferies Financial Group, Inc.",Public,United States,1968,Active,NYSE,34.87,8444.48,-,"4,131.00",277.69,1.13,1.10,210.63,-,-,46.10,-,"57,905.00",-,-,3.39,32.22,2.77,-,-,-37.54
0GG8BZ-E,TechnipFMC plc,Public,United States,1884,Active,NYSE,22.25,8434.86,23346.00,920.60,-61.90,-0.24,-0.24,442.20,"2,291.70","1,057.10",7.33,"1,736.40","9,444.30",194.20,157.90,0.00,-,-1.86,1.70,2.32,4.05
0016KT-E,Universal Display Corp.,Public,United States,1994,Active,NASDAQ,147.05,8434.00,443.00,470.39,208.85,4.41,4.40,47.77,32.78,577.78,26.70,29.04,"1,544.76",27.32,47.21,1.11,24.56,17.58,-,0.00,11.40
000HWG-E,"EastGroup Properties, Inc.",Public,United States,1969,Active,NYSE,170.16,8411.75,87.00,199.61,186.18,4.37,4.36,43.58,"1,890.57",0.06,44.82,"1,775.45","4,035.84",81.71,40.85,3.17,33.97,10.57,3.42,5.54,19.11
000SV2-E,Old Republic International Corp.,Public,United States,1923,Active,NYSE,28.17,8400.12,9500.00,-,686.40,2.28,2.26,296.93,"1,597.00",-,20.77,"1,597.00","19,893.10",590.90,0.00,3.81,10.67,10.51,-,-,-13.46
002YTH-E,"Tapestry, Inc.",Public,United States,1941,Active,NYSE,27.94,8397.38,18500.00,"4,721.20",936.00,3.96,3.88,227.40,"3,294.40",741.50,10.02,"2,970.70","7,116.80",507.70,184.20,2.80,11.03,41.02,42.71,1.22,-0.35
000W64-E,SEI Investments Co.,Public,United States,1968,Active,NASDAQ,56.02,8354.52,4837.00,"1,674.83",475.47,3.49,3.46,134.16,29.13,885.51,14.56,18.79,"2,383.55",417.10,74.48,1.42,16.85,24.93,631.90,0.00,3.72
0FQ7NC-E,"Chewy, Inc.",Public,United States,2011,Active,NYSE,21.13,8347.71,19400.00,"2,751.11",49.23,0.12,0.12,425.35,499.38,677.39,0.50,471.77,"2,738.14",118.53,230.29,0.00,398.87,43.06,23.20,0.00,13.59
000XN9-E,Tenet Healthcare Corp.,Public,United States,1975,Active,NYSE,54.92,8344.53,102400.00,"2,274.00",410.00,3.84,3.72,102.25,"16,332.00",858.00,11.17,"15,980.00","27,156.00",321.00,762.00,0.00,13.12,37.79,2.49,4.93,-1.60
080P1N-E,"Americold Realty Trust, Inc.",Public,United States,1931,Active,NYSE,26.80,8329.82,15484.00,364.52,-19.44,-0.07,-0.07,269.81,"3,582.62",53.06,13.99,"3,521.80","8,104.56",61.29,0.00,3.11,-,-0.50,1.14,4.75,7.37
00GNYV-E,Roivant Sciences Ltd.,Public,United Kingdom,2014,Active,NASDAQ,9.28,8320.58,904.00,29.20,"-1,123.59",-1.42,-1.42,760.14,487.07,"1,681.82",1.52,432.57,"2,389.60",-856.08,12.69,0.00,-,-79.84,-38.53,-,10.84
05L0ZK-E,"Houlihan Lokey, Inc.",Public,United States,1972,Active,NYSE,105.80,8256.72,2610.00,-,254.22,4.01,3.76,68.69,374.87,714.81,23.49,343.25,"2,968.81",-54.84,50.73,2.42,23.26,16.63,"2,824.28",0.00,-20.27
002FQ3-E,"Jones Lang LaSalle, Inc.",Public,United States,1783,Active,NYSE,151.07,8254.37,103300.00,-,654.50,13.51,13.26,47.51,"3,237.70",746.00,126.74,"2,438.70","15,593.70",-1.90,205.80,0.00,12.01,10.72,13.02,-,7.72
000M1T-E,"ImmunoGen, Inc.",Public,United States,1981,Active,NASDAQ,16.29,8246.53,277.00,106.82,-222.93,-0.88,-0.88,226.05,47.35,275.14,0.69,34.60,348.94,-231.17,1.36,0.00,-,-92.61,-53.04,-,55.72
0MJW97-E,WillScot Mobile Mini Holdings Corp.,Public,United States,2015,Active,NASDAQ,35.78,8226.68,4500.00,"1,073.10",276.34,1.40,1.37,207.95,"3,296.48",7.39,7.53,"3,232.66","5,827.65",257.86,486.80,0.00,32.89,15.52,3.68,3.66,28.07
0Q3FPN-E,Federal Realty Investment Trust,Public,United States,1962,Active,NYSE,95.50,8212.93,322.00,415.19,384.16,4.71,4.71,81.34,"4,650.72",85.56,34.35,"4,312.11","8,233.99",-240.35,416.70,4.26,21.47,13.88,2.33,6.61,12.95
0CMH20-E,"Duolingo, Inc.",Public,United States,2011,Active,NASDAQ,159.33,8181.70,600.00,266.06,-59.57,-1.51,-1.51,40.36,28.41,608.18,13.43,23.50,756.96,48.09,10.12,0.00,-,-11.29,-,-,47.34
000Z00-E,"Woodward, Inc.",Public,United States,1870,Active,NASDAQ,131.44,8181.11,8800.00,677.58,232.37,3.88,3.78,59.84,746.81,137.45,34.61,666.39,"4,010.20",178.78,76.50,0.71,32.88,11.70,7.18,1.56,22.32
001D35-E,"Lithia Motors, Inc.",Public,United States,1946,Active,NYSE,266.19,8166.14,21875.00,"4,989.20","1,251.00",44.36,44.20,27.30,"8,045.90",246.70,190.70,"5,857.10","15,289.30","-1,231.70",303.10,0.79,4.63,25.45,11.07,3.63,23.46
001RCT-E,"RBC Bearings, Inc.",Public,United States,1919,Active,NYSE,220.44,8155.72,3670.00,535.70,166.70,5.00,4.95,29.02,"1,490.20",65.40,87.37,"1,475.90","4,690.40",155.60,42.00,0.00,47.05,6.79,3.98,3.39,55.82
0FJGZR-E,"Wingstop, Inc.",Public,United States,1994,Active,NASDAQ,206.84,8111.16,1031.00,283.23,52.95,1.77,1.77,29.93,730.77,205.72,-13.06,721.19,439.69,-88.98,23.94,0.52,77.88,-,4.40,6.85,26.56
000DWX-E,"Coca-Cola Consolidated, Inc.",Public,United States,1902,Active,NASDAQ,653.00,8048.62,17000.00,"2,281.29",430.16,45.89,45.74,9.37,755.04,197.65,118.99,725.10,"3,976.50",246.52,329.26,0.20,11.20,47.08,25.97,0.75,11.47
0021NC-E,"MicroStrategy, Inc.",Public,United States,1989,Active,NASDAQ,453.95,8039.34,2152.00,391.78,"-1,469.80",-129.83,-129.83,11.55,"2,456.41",50.87,-33.17,"2,445.90","2,410.27",0.73,290.41,0.00,-,-493.35,0.20,69.99,-2.25
05MHNR-E,"Dolby Laboratories, Inc.",Public,United States,1965,Active,NYSE,84.73,8027.74,2246.00,"1,147.18",200.66,2.10,2.05,95.76,50.65,957.11,24.59,37.02,"2,994.56",233.34,30.34,1.36,38.61,8.72,-,0.00,3.66
001T0G-E,"Amkor Technology, Inc.",Public,United States,1968,Active,NASDAQ,23.83,8019.41,31300.00,"1,329.99",765.82,3.13,3.11,245.09,"1,525.81","1,241.04",14.97,"1,254.43","6,821.76",135.35,908.29,0.94,7.71,23.17,15.32,0.91,15.53
0DKCKK-E,"Shockwave Medical, Inc.",Public,United States,2009,Active,NASDAQ,215.69,8013.62,1001.00,424.74,216.00,6.02,5.70,36.24,60.40,304.49,14.11,59.13,657.35,92.61,25.13,0.00,36.06,57.36,93.76,0.18,106.51
06Z8VR-E,"Natera, Inc.",Public,United States,2004,Active,NASDAQ,42.74,8005.73,3018.00,363.97,-547.80,-5.57,-5.57,111.26,446.22,898.39,6.34,358.23,"1,414.55",-479.20,47.70,0.00,-,-80.62,-57.06,-,31.13
0LKSV0-E,"Onto Innovation, Inc.",Public,United States,1940,Active,NYSE,118.90,7993.82,1636.00,483.94,223.33,4.52,4.49,48.68,22.02,547.78,32.79,16.35,"1,794.86",118.30,18.41,0.00,15.17,14.78,-,0.00,27.42
005DN8-E,"Cytokinetics, Inc.",Public,United States,1997,Active,NASDAQ,36.32,7938.43,409.00,86.19,-388.96,-4.33,-4.33,94.83,749.34,782.58,-1.14,736.51,"1,014.78",-310.85,11.34,0.00,-,-572.15,-6.34,-,34.30
07WG05-E,"Primerica, Inc.",Public,United States,1977,Active,NYSE,204.76,7938.00,3238.00,-,371.33,9.77,9.74,36.82,"2,084.14",-,46.75,"2,073.83","11,332.97",628.12,25.81,1.55,14.55,19.52,-,-,0.83
005TV0-E,"Texas Roadhouse, Inc.",Public,United States,1993,Active,NASDAQ,104.28,7932.50,82000.00,516.39,269.82,3.99,3.97,66.97,753.36,173.86,15.12,727.87,"2,765.70",141.47,246.12,1.95,23.70,26.06,241.35,0.10,15.91
0C62QF-E,"Acadia Healthcare Co., Inc.",Public,United States,2005,Active,NASDAQ,72.24,7923.24,23000.00,604.26,273.14,3.05,2.98,89.91,"1,540.53",97.65,31.28,"1,491.83","4,987.90",84.42,296.15,0.00,27.59,10.25,6.40,2.48,12.79
000TFT-E,Pinnacle West Capital Corp.,Public,United States,1985,Active,NYSE,73.92,7895.90,82.00,647.49,483.60,4.27,4.26,113.17,"8,877.15",92.67,53.45,"8,380.53","22,723.41",-844.93,"1,707.49",4.49,17.83,8.09,1.50,6.55,13.68
000R9L-E,The New York Times Co.,Public,United States,1851,Active,NYSE,42.01,7892.59,5800.00,"1,016.73",173.91,1.04,1.04,165.06,69.04,347.36,9.68,59.12,"2,533.75",56.94,36.96,1.11,31.20,11.09,-,0.00,11.25
001LXS-E,"Rambus, Inc.",Public,United States,1990,Active,NASDAQ,58.07,7871.81,765.00,314.02,-14.31,-0.13,-0.13,107.61,44.48,313.23,7.24,29.08,"1,012.59",212.92,20.48,0.00,-,-1.74,42.72,0.08,38.53
000JVP-E,First Horizon Corp. (Tennessee),Public,United States,1864,Active,NYSE,11.86,7867.48,-,-,897.00,1.58,1.54,559.00,"3,699.00",-,15.16,"1,150.00","81,661.00",-,-,4.24,9.19,10.40,-,-,39.28
00FHCG-E,"Murphy USA, Inc.",Public,United States,1996,Active,NYSE,378.84,7795.04,15100.00,"1,200.30",672.90,28.63,28.10,21.75,"2,271.60",78.40,29.46,"2,236.10","4,251.00",659.50,305.30,0.45,9.95,92.95,11.09,1.52,35.05
005YL8-E,"Globus Medical, Inc.",Public,United States,2003,Active,NYSE,46.99,7788.07,2600.00,741.38,190.17,1.89,1.85,100.19,0.00,446.06,18.43,0.00,"2,076.13",104.42,74.05,0.00,40.09,10.60,-,0.00,6.76
0014T1-E,"Simpson Manufacturing Co., Inc.",Public,United States,1956,Active,NYSE,143.45,7780.55,5158.00,941.17,334.00,7.78,7.76,42.56,635.47,300.74,33.21,601.42,"2,503.97",293.56,67.22,1.16,11.43,25.72,33.16,1.05,34.51
008QMK-E,"Berry Global Group, Inc.",Public,United States,1967,Active,NYSE,58.80,7767.11,44000.00,"2,067.00",609.00,5.07,4.95,115.50,"9,621.00","1,203.00",27.84,"9,495.00","17,121.00",793.00,689.00,1.62,12.50,19.00,2.91,4.49,-12.63
0KX944-E,"Bill Holdings, Inc.",Public,United States,2006,Active,NYSE,66.93,7739.81,2521.00,802.29,-223.73,-2.11,-2.11,106.55,"1,912.31","2,747.58",38.35,"1,777.26","9,636.02",156.57,31.20,0.00,-,-5.50,-19.45,-,64.88
000CZ5-E,"BorgWarner, Inc.",Public,United States,1928,Active,NYSE,33.36,7726.26,52700.00,"3,101.00",944.00,4.01,3.99,234.12,"4,436.00","1,338.00",30.86,"4,332.00","16,994.00",685.00,723.00,1.69,10.10,13.32,12.04,1.93,6.50
00B1TT-E,Graphic Packaging Holding Co.,Public,United States,1992,Active,NYSE,22.08,7724.78,24000.00,"1,825.00",522.00,1.69,1.69,307.12,"5,503.00",150.00,7.00,"5,384.00","10,328.00",449.00,549.00,1.46,13.19,25.84,5.14,3.30,31.92
000F0P-E,"NNN REIT, Inc.",Public,United States,1984,Active,NYSE,39.14,7721.46,77.00,522.94,334.63,1.89,1.89,181.42,"3,929.30",6.78,22.73,"3,919.36","8,146.05",197.82,0.00,4.72,24.25,8.34,3.25,5.62,6.42
000HMM-E,"Donaldson Co., Inc.",Public,United States,1915,Active,NYSE,59.61,7700.72,13000.00,"1,152.10",358.80,2.95,2.90,121.11,715.90,187.10,10.90,539.00,"2,770.50",311.60,118.50,1.53,21.64,29.24,26.15,1.10,3.76
0033W4-E,Invesco Ltd.,Public,United States,1935,Active,NYSE,13.88,7682.88,8611.00,"3,840.50",920.70,1.49,1.49,454.80,"8,558.20","1,459.80",24.63,"8,484.40","29,756.80",358.10,192.90,4.07,12.09,6.00,3.63,6.14,-15.51
05ZN64-E,"NOV, Inc.",Public,United States,1862,Active,NYSE,20.34,7681.58,32307.00,"1,325.00",155.00,0.40,0.39,392.83,"2,366.00","1,069.00",12.97,"2,266.00","10,277.00",-471.00,214.00,0.96,53.10,3.07,3.27,3.53,30.93
0MXQRF-E,"Cerevel Therapeutics Holdings, Inc.",Public,United States,2018,Active,NASDAQ,26.36,7662.54,298.00,-4.90,-351.51,-2.32,-2.32,156.50,426.92,892.03,3.33,424.02,"1,017.82",-297.14,3.95,0.00,-,-63.91,-,-,-
000VLJ-E,"Royal Gold, Inc.",Public,United States,1981,Active,NASDAQ,110.84,7642.61,31.00,322.61,238.98,3.64,3.64,65.59,578.13,118.59,41.79,577.21,"3,534.52",-596.74,922.16,1.20,30.97,9.14,28.80,1.22,-2.05
0NVNJ3-E,"Core & Main, Inc.",Public,United States,1874,Active,NYSE,31.89,7628.35,4500.00,"1,655.00",366.00,2.16,2.13,172.77,"1,634.00",177.00,10.11,"1,565.00","4,909.00",376.00,25.00,0.00,10.16,23.83,10.14,1.58,32.91
001FR9-E,Ciena Corp.,Public,United States,1992,Active,NYSE,43.90,7605.02,8483.00,"1,748.94",254.83,1.71,1.71,144.83,"1,657.17","1,115.37",19.67,"1,624.86","5,601.50",62.14,106.20,0.00,24.05,9.16,4.37,3.03,20.75
000Q0V-E,The Middleby Corp.,Public,United States,1888,Active,NASDAQ,117.41,7592.36,11268.00,"1,409.15",436.57,8.07,7.95,53.69,"2,827.82",162.00,52.11,"2,756.98","6,874.87",265.26,69.52,0.00,16.85,16.50,7.65,3.47,24.06
0017TG-E,Lear Corp.,Public,United States,1917,Active,NYSE,130.76,7586.02,168700.00,"1,573.50",327.70,5.49,5.47,59.08,"3,343.80","1,118.80",79.20,"3,186.30","13,763.00",197.70,638.20,2.48,22.68,7.03,7.98,1.94,8.41
08DLR6-E,"Ubiquiti, Inc.",Public,United States,2003,Active,NYSE,106.35,7585.03,1535.00,760.73,407.64,6.75,6.74,60.44,"1,138.27",114.94,-1.91,"1,087.43","1,406.40",-311.41,20.93,1.37,26.06,-,9.35,1.92,14.71
00CLR1-E,"Apellis Pharmaceuticals, Inc.",Public,United States,2009,Active,NASDAQ,46.83,7560.30,767.00,68.30,-652.17,-6.15,-6.15,110.77,112.71,553.07,1.53,107.09,760.22,-515.27,1.52,0.00,-,-353.93,-18.23,-,13.31
0BYLG7-E,Norwegian Cruise Line Holdings Ltd.,Public,United States,1966,Active,NYSE,13.81,7555.55,38900.00,-61.35,"-2,269.91",-5.41,-5.41,421.41,"14,249.28",946.99,0.16,"13,218.47","18,557.69","-1,573.84","1,783.86",0.00,-,-181.50,-2.14,-,647.51
0FRZ52-E,"Dentsply Sirona, Inc.",Public,United States,1899,Active,NASDAQ,29.21,7554.93,15000.00,"2,130.00",-950.00,-4.41,-4.41,215.30,"2,147.00",365.00,17.70,"1,975.00","7,643.00",264.00,149.00,1.57,-,-21.57,7.34,2.80,-7.30
09C8V2-E,Stevanato Group SpA,Public,Italy,1996,Active,NYSE,26.67,7545.08,-,324.30,150.13,0.57,0.57,264.70,232.97,273.91,4.02,158.39,"1,771.31",-152.62,255.52,0.32,31.68,14.86,44.11,0.93,3.64
